Job Title,Organization,City,Area / Town,Vacancy Location,Category / Sector,Job Type,Education,Min Experience (Years),Gender,No. of Positions,Positions Open Ended,Salary Min (PKR),Salary Max (PKR),Salary Avg (PKR),Date Posted,Expected Last Date,Days Available,Posting Month,Posting Year,Posting Weekday,Newspaper,Apply Online,Job Link,Description
Principal Software Engineer job at TCP Software,Tcp Software,Lahore,Not Mentioned,"Lahore, Punjab, Pakistan",Private,Full Time,Bachelor|BCS|BS,5.0,Not Specified,,False,,,,2023-04-28,2023-05-13,15.0,April,2023,Friday,Other Jobs,Upload CV,https://www.jobz.pk/principal-software-engineer-job-at-tcp-software_jobs-545390.html,"Latest TCP Software IT Posts Lahore 2026TCP Software jobs advertisement dated about 28 April 2023 in daily Other Newspaper invites application for the vacant post of principal software engineer in Lahore, lahore Punjab Pakistan. Bachelor and BCS etc. educational qualification will be preferred.Latest Private jobs in TCP Software in IT and others can be applied till 13 May 2023 or as per closing date in newspaper ad. Read complete ad online to know how to apply onlatest TCP Software job opportunities.For more jobsregisterwithJobz.pk."
Dotnet Developer job at Merik Solutions,Merik Solutions,Islamabad,Not Mentioned,"Islamabad, Islamabad, Pakistan",Private,Full Time,Bachelor|Master,2.0,Not Specified,,False,,,,2023-04-28,2023-05-13,15.0,April,2023,Friday,Other Jobs,Upload CV,https://www.jobz.pk/dotnet-developer-job-at-merik-solutions_jobs-545389.html,"Latest Merik Solutions IT Posts Islamabad 2026Merik Solutions invites applications for job positions advertised in daily Other dated 28 April 2023 for following vacancies in Islamabad, islamabad Islamabad Pakistan.dotnet developerPersons with Bachelor and Master etc. education can apply.Apply at Merik Solutions latest Private jobs in IT and departments before closing date which is around May 13, 2023 or as per closing date in newspaper ad. Read complete ad online to know how to apply onlatest Merik Solutions job opportunities.For more jobsregisterwithJobz.pk."
Wordpress Developer job at SwipBox,Swipbox,Islamabad,Not Mentioned,"Islamabad, Islamabad, Pakistan",Private,Full Time,Bachelor,5.0,Not Specified,,False,,,,2023-04-28,2023-05-13,15.0,April,2023,Friday,Other Jobs,Upload CV,https://www.jobz.pk/wordpress-developer-job-at-swipbox_jobs-545387.html,"Latest SwipBox IT Posts Islamabad 2026SwipBox Islamabad, islamabad Islamabad Pakistan invites applications from eligible candidates for the post of wordpress developer as per advertisement of April 28, 2023 published in daily Other Newspaper. Preferred Education is Bachelor etc.Latest Private jobs in SwipBox in IT and others can be applied till 13 May 2023 or as per closing date in newspaper ad. Read complete ad online to know how to apply onlatest SwipBox job opportunities.For more jobsregisterwithJobz.pk."
Digital Marketing and SEO Specialist,Mbe Services,Peshawar,Not Mentioned,"Peshawar, Khyber Pakhtunkhwa KPK, Pakistan",Direct Office Jobs,Full Time,Bachelor|BCS,1.0,Not Specified,1.0,False,20000.0,30000.0,25000.0,2023-04-28,2023-08-26,120.0,April,2023,Friday,Not Mentioned,Upload CV,https://www.jobz.pk/digital-marketing-and-seo-specialist_jobs-545385.html,"Latest MBE Services IT Posts Peshawar 2026We are looking for an experienced Digital Marketing / SEO Specialist to join our team. The ideal candidate will have a solid understanding of social media campaigns, advertising strategies and marketing strategy development. The Digital Marketing Specialist will work closely with our marketing and sales teams to drive traffic and conversions across our digital platforms.The candidate must have a strong understanding of on-page, off-page and technical SEO strategies, as well as having the ability to analyze data and make strategic decisions based on that data. The SEO Specialist will work closely with our content and marketing teams to ensure our website and content are optimized for search engines and our audience.Responsibilities:------------------Develop and execute social media campaigns on various platforms such as Facebook, Instagram and LinkedIn.Create and manage paid advertising campaigns on social networks and search engines.Conduct market research and develop marketing strategies to increase traffic and conversions.Work with content creators to develop and execute content marketing campaigns.Monitor and report campaign performance using tools such as Google Analytics and social media analytics.Stay on top of industry trends and best practices in digital marketing.Conduct keyword research and analysis to inform content development and optimization strategies.Optimize on-page elements such as meta tags, headings, images and internal links to improve search engine visibility.Develop and implement off-page optimization strategies such as link building and social media marketing to improve website authority and traffic.Conduct technical audits to identify and resolve issues that may affect search engine rankings and visibility.Monitor and report SEO performance with tools like Google Analytics and Search Console.Stay on top of industry trends and SEO best practices.Requirements:-----------------Proven experience with social media campaigns and advertising strategies.Knowledge of advertising platforms such as Facebook Ads, Google Ads and LinkedIn Ads.Understanding the creation and implementation of a marketing strategy.Experience with website analytics using various analytics tools such as Google Analytics and social media analytics.Strong analytical and problem solving skills.Excellent communication and cooperation skills.Proven experience with on-page, off-page and technical SEO strategies.Knowledge of keyword research tools such as Google Keyword Planner and SEMrush.Experience analyzing websites using various analytics tools such as Google Analytics, Search Console.Understanding of HTML, CSS and JavaScript as it relates to SEO.Strong analytical and problem solving skills.Excellent communication and cooperation skills.For more jobsregisterwithJobz.pk.Skills RequiredSEODigital Marketing"
Web Developer job at OneScreen,Onescreen Solutions,Islamabad,Not Mentioned,"Islamabad, Islamabad, Pakistan",Private,Full Time,Bachelor|Master,2.0,Not Specified,,False,,,,2023-04-28,2023-05-13,15.0,April,2023,Friday,Other Jobs,Upload CV,https://www.jobz.pk/web-developer-job-at-onescreen_jobs-545383.html,"Latest OneScreen Solutions IT Posts Islamabad 2026OneScreen Solutions is looking for candidates for following posts as per job advertisement published in daily Other Newspaper of April 28, 2023 for location Islamabad, islamabad Islamabad Pakistan:web developerCandidates with Master and Bachelor etc. educational background will be preferred.OneScreen Solutions latest Private IT jobs and others can be applied till May 13, 2023 or as per closing date in newspaper ad. Read complete ad online to know how to apply onlatest OneScreen Solutions job opportunities.For more jobsregisterwithJobz.pk."
Laravel Developer job at Friday Media Group Pakistan,Friday Media Group Pakistan,Lahore,Not Mentioned,"Lahore, Punjab, Pakistan",Private,Full Time,Bachelor|Master,2.0,Not Specified,,False,,,,2023-04-28,2023-05-13,15.0,April,2023,Friday,Other Jobs,Upload CV,https://www.jobz.pk/laravel-developer-job-at-friday-media-group-pakistan_jobs-545381.html,"Latest Friday Media Group Pakistan IT Posts Lahore 2026Friday Media Group Pakistan jobs advertisement dated about 28 April 2023 in daily Other Newspaper invites application for the vacant post of laravel developer in Lahore, lahore Punjab Pakistan. Persons with Master and Bachelor etc. education can apply.Apply at Friday Media Group Pakistan latest Private jobs in IT and departments before closing date which is around May 13, 2023 or as per closing date in newspaper ad. Read complete ad online to know how to apply onlatest Friday Media Group Pakistan job opportunities. Learn today extra skills including HTML, Core PHP, Laravel, Python, GitHub and React.js to get these Friday Media Group Pakistan jobs.For more jobsregisterwithJobz.pk.Skills RequiredHTMLLaravelCore PHPReact.jsPythonGitHub"
Angular Developer job at PaySky Pakistan,Paysky,Islamabad,Not Mentioned,"Islamabad, Islamabad, Pakistan",Private,Full Time,BCS|MCS|MS|BS,2.0,Not Specified,,False,,,,2023-04-28,2023-05-13,15.0,April,2023,Friday,Other Jobs,Upload CV,https://www.jobz.pk/angular-developer-job-at-paysky-pakistan_jobs-545380.html,"Latest PaySky IT Posts Islamabad 2026PaySky invites applications for job positions advertised in daily Other dated 28 April 2023 for following vacancies in Islamabad, islamabad Islamabad Pakistan.angular developerPreferred Education is MS, BCS and MCS etc.Latest IT jobs and others Private jobs in PaySky closing date is around May 13, 2023, see exact from ad. Read complete ad online to know how to apply onlatest PaySky job opportunities.For more jobsregisterwithJobz.pk."
IT Expert & SEO Expert Jobs 2023 in Islamabad,It Company,Islamabad,Not Mentioned,"Islamabad, Islamabad, Pakistan",Classifieds,Full Time,Bachelor|BCS|BIT|DAE|BS,,Not Specified,,False,,,,2023-04-28,2023-06-10,43.0,April,2023,Friday,Dawn Jobs,Upload CV,https://www.jobz.pk/it-expert-seo-expert-jobs-2023-in-islamabad_jobs-545328.html,"Latest IT Company IT Posts Islamabad 2026IT Company invites applications for job positions advertised in daily Dawn dated 28 April 2023 for following vacancies in Islamabad, islamabad Islamabad Pakistan.seo expertsocial media marketing expertsoftware sales perosnrental agentsales person and it expertPreferred Education is BCS, Bachelor, BIT and DAE etc.IT Company latest Classifieds IT jobs and others can be applied till 10 June 2023 or as per closing date in newspaper ad. Read complete ad online to know how to apply onlatest IT Company job opportunities. Skills in Facebook Marketing, Cloud Computing, Instagram, Twitter, Programming, Social Media Marketing, Linkedin, Sales, CRM, Equipment Rental and SEO may be preferred for these IT Company jobs.For more jobsregisterwithJobz.pk.Skills RequiredProgrammingCloud ComputingSalesCRMEquipment RentalSocial Media MarketingFacebook MarketingTwitterInstagramLinkedinSEO"
WADIC Lahore Jobs 2023 for AutoCAD Draftsman,Web Application And Data Integration Company Wadic,Lahore,Not Mentioned,"Lahore, Punjab, Pakistan",Private,Full Time,Intermediate|Bachelor|DAE|BS,,Not Specified,,False,,,,2023-04-28,2023-05-12,14.0,April,2023,Friday,Express Jobs,Upload CV,https://www.jobz.pk/wadic-lahore-jobs-2023-for-autocad-draftsman_jobs-545244.html,"Latest Web Application and Data Integration Company WADIC IT Posts Lahore 2026Web Application and Data Integration Company WADIC is looking for candidates for following posts as per job advertisement published in daily Express Newspaper of April 28, 2023 for location Lahore, lahore Punjab Pakistan:autocad draftsmanEducational qualifications required DAE, Bachelor and Intermediate etc.Apply at Web Application and Data Integration Company WADIC latest Private jobs in IT and departments before closing date which is around May 12, 2023 or as per closing date in newspaper ad. Read complete ad online to know how to apply onlatest Web Application and Data Integration Company WADIC job opportunities. Learn today extra skills including Mechanical Engineering, Drafting, AutoCAD, Architecture and Civil Engineering to get these Web Application and Data Integration Company WADIC jobs.For more jobsregisterwithJobz.pk.Skills RequiredAutoCADDraftingCivil EngineeringArchitectureMechanical Engineering"
Dot Net Developer,Bmc Solutions,Karachi,Not Mentioned,"Karachi, Sindh, Pakistan",Direct Office Jobs,Full Time,BCS,2.0,Male,10.0,False,80000.0,100000.0,90000.0,2023-04-18,2023-08-16,120.0,April,2023,Tuesday,Not Mentioned,Upload CV,https://www.jobz.pk/dot-net-developer_jobs-544743.html,"Latest BMC Solutions IT Posts Karachi 2026BMC Solutions is looking for Dot Net DeveloperResponsibilities:1. Develops software solutions to meet customer requirements through team and individual efforts.2. Develop applications written in Asp.net, Bootstrap, JQuery, C# .Net Platform.3. Design, build, and maintain efficient, reusable, and reliable code in Visual Studios C#.4. Integrate data storage solutions databases, key-value stores, blob stores, File Steam etc.5. Ensure the best possible performance, quality, and responsiveness of applications6. Utilize established development tools, guidelines and conventions, including but not limited to Visual Studio, ASP.NET, SQL Server, J Query, Boot Strap HTML/HTML5, CSS, JavaScript, and C#7. Interact with clients to determine their requirements and needs.8. 1 Year to 2Years’ ExperienceInterested candidates send CVFor more jobsregisterwithJobz.pk."
LESCO Lahore Management Jobs 2023,Lahore Electric Supply Company Lesco,Lahore,Not Mentioned,"Lahore, Punjab, Pakistan",Government,Full Time,Bachelor|Master|BIT|MIT|BS,,Not Specified,,False,,,,2023-04-16,2023-05-09,23.0,April,2023,Sunday,Not Mentioned,Upload CV,https://www.jobz.pk/lesco-lahore-management-jobs-2023_jobs-544421.html,"Latest Lahore Electric Supply Company LESCO IT Posts Lahore 2026Lahore Electric Supply Company LESCO Lahore, lahore Punjab Pakistan invites applications from eligible candidates for the post of chief information technology officer and cito as per advertisement of April 16, 2023 published in daily Express Tribune Newspaper. Candidates with Master, MIT, BIT and Bachelor etc. educational background will be preferred.Lahore Electric Supply Company LESCO latest Government IT jobs and others can be applied till May 9, 2023 or as per closing date in newspaper ad. Read complete ad online to know how to apply onlatest Lahore Electric Supply Company LESCO job opportunities.For more jobsregisterwithJobz.pk."
NADRA Headquarter Islamabad Management Jobs 2023,National Database & Registration Authority Nadra,Islamabad,Not Mentioned,"Islamabad, Islamabad, Pakistan",Government,Full Time,Intermediate|Bachelor|Master|BS,2.0,Not Specified,,False,,,,2023-04-16,2023-05-01,15.0,April,2023,Sunday,Express Jobs,Upload CV,https://www.jobz.pk/nadra-headquarter-islamabad-management-jobs-2023_jobs-544387.html,"Latest National Database & Registration Authority NADRA IT Posts Islamabad 2026National Database & Registration Authority NADRA Islamabad, islamabad, peshawar, multan, sargodha and sukkur Islamabad Pakistan invites applications from eligible candidates for the post of electrical technician, network engineer, network technician and assistant director as per advertisement of April 16, 2023 published in daily Express Newspaper. Candidates with Intermediate, Bachelor and Master etc. educational background will be preferred.National Database & Registration Authority NADRA latest Government IT jobs and others can be applied till 1 May 2023 or as per closing date in newspaper ad. Read complete ad online to know how to apply onlatest National Database & Registration Authority NADRA job opportunities.For more jobsregisterwithJobz.pk."
